category,diff_line,county,state
,o Minimum: temperatures can be taken before arriving.,polk,Iowa
,Normal temperature should  not exceed  100.4 degrees Fahrenheit.,polk,Iowa
,"Employees should also be screened for COVID -19 symptoms including:  fever of 100°F  or higher, cough, shortness of breath, runny or stuffy nose, sore throat, muscle aches , fatigue, diarrhea or vomiting .",polk,Iowa
,Immediately exclude anyone  with symptoms from entering.,polk,Iowa
,"Staff should wear face coverings (not N -95 or medical masks, which should be reserved  for healthcare workers) and other personal protection items as recommended by the CDC.",polk,Iowa
,Provide training on personal protective equipment base d on CDC guidelines.,polk,Iowa
,Staff will need to wash their hands or use hand sanitizer every hour.,polk,Iowa
,"Practice recommended social distancing to the greatest extent possible ŠﬁFurther is   safer.ﬂ   Stagger shifts, breaks and meals, in compliance with wage and hour laws an d regulations,   to maintain social distancing.",polk,Iowa
,Consider reduced staffing requirements where possible.,polk,Iowa
,Prohibit congregating in break rooms or common areas and limit capacity of such areas to   allow for safe social distancing minimum of 6 feet whenever possib le.,polk,Iowa
,"o Employees should increase hygiene practices Šwash hands more frequently,  avoid touching face, practice good respiratory etiquette when coughing or   sneezing.",polk,Iowa
,"All employees should stay home if feeling ill, report any symptoms of illness to   supervisor and  require notification of COVID -19 positive case in employee™s household.",polk,Iowa
,"Employees who are particularly vulnerable to COVID -19 according to the CDC (e.g., due  to age or underlying conditions) are encouraged to stay home.",polk,Iowa
,Update the Employee Illness Policy t o include the symptoms of ﬁCOVID -19ﬂ or create a  COVID -19 specific policy.,polk,Iowa
,"All staff should sign the policy, and the policy should be  posted for confirmation.",polk,Iowa
,"Post extensive signage on health policies, including the following documents, in the  workplace to  help educate building occupants on COVID -19 best practices.",polk,Iowa
,4   Workplace Leave Policies    Ensure that sick leave policies are flexible and consistent with public health guidance and  that employees are aware of and understand these policies.,polk,Iowa
,Maintain  flexible policies that permit employees to stay home to care for a sick family  member or take care of children due to school and childcare closures.,polk,Iowa
,Additional  flexibilities might include giving advances on future sick leave and allowing employees  to donat e sick leave to each other.,polk,Iowa
,Employers that do not currently offer sick leave to some or all of their employees may  want to draft non -punitive ﬁemergency sick leaveﬂ policies.,polk,Iowa
,"Employers should not require a positive COVID -19 test result or a healthcare prov ider™s  note for employees who are sick to validate their illness, qualify for sick leave, or to  return to work.",polk,Iowa
,Healthcare provider offices and medical facilities may be extremely busy  and not able to provide such documentation in a timely manner.,polk,Iowa
,"Review h uman resources policies to make sure that policies and practices are consistent  with public health recommendations and are consistent with existing state and federal  workplace laws (for more information on employer responsibilities, visit th e Department  of Labor and Equal Employment Opportunity Commission website.",polk,Iowa
,Connect employees to employee assistance program (EAP) resources (if available) and  community resources as needed.,polk,Iowa
,"Employees may need additional social, behavioral, and  other services, for examp le, to cope with the death of a loved one.",polk,Iowa
,"5   Cleaning and Disinfecting Your Facility   Always w ear gloves when cleaning and disinfecting  Clean   Clean surfaces using soap and water, then use disinfectant.",polk,Iowa
,"Cleaning with soap and water  reduces number  of germs, dirt and impurities  on the  surface.",polk,Iowa
,Disinfecting kills germs  on surfaces.,polk,Iowa
,Practice routine cleaning and disinfection of frequently touched surfaces.,polk,Iowa
,o More frequent cleaning and disinfection may be required based on level of use.,polk,Iowa
,"o Surfaces and obje cts in public places, such as shopping carts and point of sale  keypads should be cleaned and disinfected before each use.",polk,Iowa
,Disinfect   Recommend use of  EPA -registered household cleaners.,polk,Iowa
,Follow the instructions on the label  to ensure safe and effective use  of the product.,polk,Iowa
,Many products recommend:  o Keeping surface wet for a period of time (see product label)  o Precautions such as wearing gloves and making sure you have good ventilation  during use of the product.,polk,Iowa
,o Diluted household bleach solutions may also be use d if appropriate for the  surface.,polk,Iowa
,"o Check the label to see if your bleach is intended for disinfection, and ensure the  product is not past its expiration date.",polk,Iowa
,"Some bleaches, such as those designed for  safe use on colored clothing or for whitening may not be  suitable for disinfection.",polk,Iowa
,o Unexpired household bleach will be effective against coronaviruses when  properly diluted.,polk,Iowa
,Follow manufacturer™s instructions  for application and proper ventilation.,polk,Iowa
,Never  mix household bleach with ammonia or any other cleanser.,polk,Iowa
,Leave solution  on the surface for  at least 1 minute.,polk,Iowa
,"To make a bleach solution , mix:  o 5 tablespoons (1/3rd cup) bleach per gallon of water  OR o 4 teaspoons bleach per quart of water   Bleach solutions will be effective for disinfection up to 24 hours.",polk,Iowa
,Alcohol  solutions with at least 70% alcohol may also be used.,polk,Iowa
,"6   Soft surfaces  For soft surfaces such as  carpeted floor, rugs, and drapes   Clean the surface using soap and water  or with cleaners appropriate for use on these  surfaces.",polk,Iowa
,Launder items  (if possible) according to the manufacturer™s  instructions.,polk,Iowa
,Use  the  warmest appropriate water setting and dry items completely.,polk,Iowa
,OR  Disinfect with an EPA -registered household disinfectant.,polk,Iowa
,These disinfectants  meet  EPA™s criteria for use against COVID -19.,polk,Iowa
,"Electronics  For electronics, such as  tablets, touch screens, keyboards, remote controls, and ATM machines   Consider putting a  wipeable cover  on electronics.",polk,Iowa
,Follow manufacturer™s instruction  for cleaning and disinfecting.,polk,Iowa
,"o If no guidance,  use alcohol -based  wipes or sprays containing at least 70% alcohol .",polk,Iowa
,Dry surface thoroughly.,polk,Iowa
,"Laundry  For clothing, towels, linens and other items :  Launder items according to the manufacturer™s instructions.",polk,Iowa
,Use the warmest  appropriate water setting  and dry items completely.,polk,Iowa
,Wear disposable gloves  when handling dirty laundry from a person who is sick.,polk,Iowa
,Dirty laundry from a person who is sick  can be washed with other people™s items .,polk,Iowa
,Do not shake  dirty laundry.,polk,Iowa
,Clean and  disinfect clothes hampers  according to guidance above for s urfaces.,polk,Iowa
,"Remove gloves, and  wash hands right away .",polk,Iowa
,7   Cleaning and disinfecting your building or facility if someone is sick   Close off areas  used by the person who is sick.,polk,Iowa
,"o Companies do not necessarily need to close operations, if they can close off  affected  areas.",polk,Iowa
,Open outside doors and windows and use ventilating fans  to increase air circulation in the  area.,polk,Iowa
,Wait 24 hours  before you clean or disinfect.,polk,Iowa
,"If 24 hours is not feasible, wait as long as  possible.",polk,Iowa
,"Clean and disinfect  all areas used by the  person who is sick , such as offices, bathrooms,  common areas, shared electronic equipment like tablets, touch screens, keyboards, remote  controls, and ATM machines.",polk,Iowa
,"Once area has been  appropriately disinfected , it  can be opened for use .",polk,Iowa
,o Workers without clo se contact  with the person who is sick can return to work  immediately after disinfection.,polk,Iowa
,"If more than 7 days  since the person who is sick visited or used the facility, additional  cleaning and disinfection is not necessary.",polk,Iowa
,o Continue routine cleaning and di sinfection.,polk,Iowa
,This includes everyday practices that  businesses and communities normally use to maintain a healthy environment.,polk,Iowa
,"Cleaning and disinfecting outdoor areas   Outdoor areas, like  playgrounds in schools and parks  generally require  normal routine  cleaning , but do not require disinfection.",polk,Iowa
,o Do not spray disinfectant on outdoor playgrounds - it is not an efficient use of  supplies and is not proven to reduce risk of COVID -19 to the public.,polk,Iowa
,"o High touch surfaces made of plastic or metal, such as grab bars  and railings  should be cleaned routinely.",polk,Iowa
,"o Cleaning and disinfection of wooden surfaces (play structures, benches, tables) or  groundcovers (mulch, sand) is not recommended.",polk,Iowa
,Sidewalks and roads should not be disinfected.,polk,Iowa
,o Spread of COVID -19 from these surface s is very low and disinfection is not  effective.,polk,Iowa
,8   When cleaning   Regular cleaning staff  can clean and disinfect community spaces.,polk,Iowa
,o Ensure they are trained on appropriate use of cleaning and disinfection chemicals.,polk,Iowa
,"Wear disposable gloves and gowns for all  tasks in the cleaning process, including  handling trash .",polk,Iowa
,o Additional personal protective equipment (PPE) might be required based on the  cleaning/disinfectant products being used and whether there is a risk of splash.,polk,Iowa
,o Gloves and gowns should be removed caref ully to avoid contamination of the  wearer and the surrounding area.,polk,Iowa
,Wash your hands often  with soap and water for 20 seconds.,polk,Iowa
,o Always wash immediately after removing gloves and after contact with a person  who is sick.,polk,Iowa
,"o Hand sanitizer: If soap and water are n ot available and hands are not visibly dirty,  an alcohol -based hand sanitizer that contains at least 60% alcohol may be used.",polk,Iowa
,"However, if hands are visibly dirty, always wash hands with soap and water.",polk,Iowa
,"Additional key times to wash hands  include:  o After blow ing one™s nose, coughing, or sneezing.",polk,Iowa
,o After using the restroom.,polk,Iowa
,o Before eating or preparing food.,polk,Iowa
,o After contact with animals or pets.,polk,Iowa
,"o Before and after providing routine care for another person who needs assistance  (e.g., a child).",polk,Iowa
